ticker,cik,name,status,has_ai_disclosure,total_ai_mentions,risk_text_length,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_eu_ai_act,kw_generative_ai,kw_llm,kw_bias,kw_artificial_intelligence,kw_machine_learning,kw_large_language_model,kw_algorithm,kw_monopol,kw_ai_system,kw_ai_regulation,kw_disinformation,kw_misinformation,kw_environmental_impact,kw_automation,kw_energy_consumption,kw_autonomous,kw_cyberattack,kw_manipulation,kw_agentic,kw_training_data,kw_ai_agent,kw_data_center_energy,kw_ai_governance,kw_responsible_ai,kw_computer_vision,kw_carbon_footprint,kw_robotics,kw_labor_disruption,kw_uncontrollable,kw_misalignment,kw_human_oversight,kw_ai_safety,kw_explainability,kw_dual-use,kw_nlp,kw_predictive_analytics,kw_adversarial,kw_ai_legislation,kw_hallucination,kw_neural_network,kw_ai_ethics,kw_algorithmic_accountability,kw_natural_language_processing,kw_overreliance,kw_job_displacement,kw_jailbreak,kw_weaponiz,kw_deep_learning,kw_over-reliance
CXM,1569345,"Sprinklr, Inc.",analyzed,True,101,183912.0,52.0,6.0,4.0,27.0,2.0,7.0,3.0,0.0,0.0,0.0,,21.0,,,4.0,4.0,6.0,2.0,40.0,,3.0,4.0,1.0,1.0,4.0,,1.0,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
NVTS,1821769,Navitas Semiconductor Corp,analyzed,False,0,94561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZLAB,1704292,Zai Lab Ltd,analyzed,True,19,233678.0,4.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,,2.0,,,1.0,,3.0,,,3.0,,1.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN,1587523,Knowles Corp,analyzed,True,9,59593.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,3.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,893949,"Pediatrix Medical Group, Inc.",analyzed,True,10,187874.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIGS,1846576,"FIGS, Inc.",analyzed,True,79,200043.0,49.0,4.0,3.0,10.0,0.0,10.0,0.0,0.0,3.0,0.0,,,,3.0,10.0,,1.0,,,33.0,1.0,13.0,2.0,1.0,2.0,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,
TXG,1770787,"10x Genomics, Inc.",analyzed,True,19,261133.0,3.0,0.0,0.0,5.0,0.0,9.0,0.0,2.0,0.0,0.0,,3.0,,,2.0,,4.0,,,,,1.0,2.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,
QDEL,1906324,QuidelOrtho Corp,analyzed,True,38,139815.0,5.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,23.0,0.0,,1.0,,23.0,2.0,,1.0,,,,1.0,1.0,4.0,,3.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
MTX,891014,MINERALS TECHNOLOGIES INC,analyzed,True,7,41520.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOSP,1054905,INNOSPEC INC.,analyzed,True,9,40040.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC,1627223,Chemours Co,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWN,1733998,Northwest Natural Holding Co,analyzed,True,9,97611.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,
ATRO,8063,ASTRONICS CORP,analyzed,True,9,66875.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRIX,1549595,"Nurix Therapeutics, Inc.",analyzed,True,23,304208.0,18.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,11.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
NIC,1174850,NICOLET BANKSHARES INC,analyzed,True,13,82933.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRGS,876167,PROGRESS SOFTWARE CORP /MA,analyzed,True,16,66603.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,,,3.0,,,,,,2.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
STRA,1013934,"Strategic Education, Inc.",analyzed,True,83,293111.0,66.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,,,,1.0,11.0,,1.0,,,61.0,,5.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYME,1937653,Zymeworks Inc.,analyzed,True,13,260556.0,7.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,,,2.0,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
YELP,1345016,YELP INC,analyzed,True,22,129053.0,2.0,2.0,5.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,,,8.0,1.0,3.0,,1.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEL,1022321,GENESIS ENERGY LP,analyzed,True,14,99817.0,4.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARR,1428205,"Armour Residential REIT, Inc.",analyzed,True,7,127185.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,1320414,SELECT MEDICAL HOLDINGS CORP,analyzed,True,3,78409.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SION,2036042,"Sionna Therapeutics, Inc.",analyzed,True,20,274167.0,14.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,14.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
LMAT,1158895,LEMAITRE VASCULAR INC,analyzed,True,4,98055.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTC,1559865,"EVERTEC, Inc.",analyzed,True,42,160330.0,20.0,2.0,3.0,8.0,0.0,2.0,1.0,1.0,5.0,0.0,,,,5.0,7.0,,1.0,,,3.0,3.0,5.0,10.0,,2.0,1.0,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRDN,1802255,"Guardian Pharmacy Services, Inc.",analyzed,True,6,76865.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
HNI,48287,HNI CORP,analyzed,True,5,54840.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
SMPL,1702744,Simply Good Foods Co,analyzed,True,11,102463.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,5.0,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWST,1581280,Twist Bioscience Corp,analyzed,True,19,149241.0,8.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,4.0,,,2.0,1.0,,6.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCNNF,1754195,Trulieve Cannabis Corp.,analyzed,True,1,75603.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLIO,1024795,"HELIOS TECHNOLOGIES, INC.",analyzed,True,11,63649.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,3.0,2.0,,1.0,,,,,2.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRH,1298946,DiamondRock Hospitality Co,analyzed,True,1,110030.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVX,1828318,Enovix Corp,analyzed,True,17,150998.0,7.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,,1.0,,,5.0,,1.0,,4.0,,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
AVAH,1832332,"Aveanna Healthcare Holdings, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFG,1030469,OFG BANCORP,analyzed,True,8,44771.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
ABR,1253986,ARBOR REALTY TRUST INC,analyzed,True,13,109296.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,,,,1.0,2.0,,,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMN,850141,HORACE MANN EDUCATORS CORP /DE/,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS,1576940,"Century Communities, Inc.",analyzed,True,23,249120.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,9.0,0.0,,,,6.0,7.0,,1.0,,1.0,,,2.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
PRDO,1046568,PERDOCEO EDUCATION Corp,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZE,1842295,"Maze Therapeutics, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGN,1821825,Organon & Co.,analyzed,True,19,94800.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,8.0,0.0,,,,8.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
NWBI,1471265,"Northwest Bancshares, Inc.",analyzed,True,5,185379.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESBA,1553079,"Empire State Realty OP, L.P.",analyzed,True,15,80023.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,10.0,0.0,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOK,1623526,"Stoke Therapeutics, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMCR,1671927,Immunocore Holdings plc,analyzed,True,22,502098.0,16.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,3.0,,2.0,,3.0,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
VCEL,887359,Vericel Corp,analyzed,True,19,269120.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,,,,,,3.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDE,821026,"Andersons, Inc.",analyzed,True,2,42589.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFH,1825088,"Dream Finders Homes, Inc.",analyzed,True,7,113780.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VECO,103145,VEECO INSTRUMENTS INC,analyzed,True,13,73270.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,,,,6.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW,1853513,"Mister Car Wash, Inc.",analyzed,True,6,55394.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMPR,1262976,CIMPRESS plc,analyzed,True,28,59396.0,15.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,,,,,1.0,,1.0,,5.0,3.0,1.0,6.0,1.0,,1.0,,,,,,,2.0,,2.0,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
HUN,1307954,Huntsman CORP,analyzed,True,9,112397.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WERN,793074,WERNER ENTERPRISES INC,analyzed,True,9,25460.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,5.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAA,1336917,"Under Armour, Inc.",analyzed,True,17,74455.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,,,,9.0,3.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASR,1124796,"NLIGHT, INC.",analyzed,True,4,75602.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIT,2020795,Uniti Group Inc.,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNL,1526113,"Global Net Lease, Inc.",analyzed,True,9,145286.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,,,,3.0,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJSF,785956,J&J SNACK FOODS CORP,analyzed,True,3,27804.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDP,1047340,FRESH DEL MONTE PRODUCE INC,analyzed,True,15,91479.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,,,,5.0,2.0,,2.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
PGY,1883085,Pagaya Technologies Ltd.,analyzed,True,41,331425.0,20.0,4.0,7.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,,,,,3.0,1.0,1.0,,2.0,1.0,7.0,1.0,15.0,,3.0,,,,,,,1.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNKD,899460,MANNKIND CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLMN,1822492,Hillman Solutions Corp.,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,1968487,"Worthington Steel, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLDX,744218,"Celldex Therapeutics, Inc.",analyzed,True,22,238190.0,11.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,,,,,5.0,,1.0,,,11.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,
SMA,1585389,"SmartStop Self Storage REIT, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LZ,1286139,"LEGALZOOM.COM, INC.",analyzed,True,37,120820.0,22.0,4.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,,1.0,,,3.0,,1.0,,12.0,7.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNTH,1690585,"Dianthus Therapeutics, Inc. /DE/",analyzed,True,13,193130.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,9.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCO,726854,CITY HOLDING CO,analyzed,True,12,106430.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,8.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
PRGO,1585364,PERRIGO Co plc,analyzed,True,21,126379.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,0.0,,,,16.0,1.0,,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYW,1580560,Flywire Corp,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCRI,907242,MONARCH CASINO & RESORT INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBLU,1158463,JETBLUE AIRWAYS CORP,analyzed,True,50,99662.0,15.0,4.0,3.0,9.0,0.0,12.0,0.0,0.0,7.0,0.0,,4.0,,5.0,5.0,,,,6.0,,3.0,3.0,2.0,,4.0,,4.0,,,,2.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANIP,1023024,ANI PHARMACEUTICALS INC,analyzed,True,2,183448.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLBK,1723596,"Columbia Financial, Inc.",analyzed,True,2,41284.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCF,712537,FIRST COMMONWEALTH FINANCIAL CORP /PA/,analyzed,True,7,49942.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,,2.0,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DV,1819928,"DoubleVerify Holdings, Inc.",analyzed,True,27,99800.0,8.0,0.0,1.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,,5.0,,1.0,4.0,,1.0,,1.0,,1.0,2.0,4.0,,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMNM,1472012,Immunome Inc.,analyzed,True,24,261940.0,12.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,,1.0,,4.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
CLMT,2013745,"Calumet, Inc. /DE",analyzed,True,4,90736.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNE,1923891,Nano Nuclear Energy Inc.,analyzed,True,10,120783.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEMR,1831840,"SEMrush Holdings, Inc.",analyzed,True,55,130246.0,31.0,6.0,0.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,,10.0,,,2.0,,2.0,3.0,,,,29.0,1.0,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
TRIP,1526520,"TripAdvisor, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDRE,1860543,"Cadre Holdings, Inc.",analyzed,True,17,95290.0,1.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,3.0,0.0,,,,3.0,5.0,,5.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
SNDX,1395937,Syndax Pharmaceuticals Inc,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEDG,1419612,"SOLAREDGE TECHNOLOGIES, INC.",analyzed,True,31,181372.0,0.0,8.0,0.0,2.0,0.0,2.0,1.0,0.0,18.0,0.0,,1.0,,14.0,1.0,,1.0,,,,,,,,7.0,,,,,,,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALU,811596,KAISER ALUMINUM CORP,analyzed,True,1,2868.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBI,78814,PITNEY BOWES INC /DE/,analyzed,True,7,45619.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTO,766829,H2O AMERICA,analyzed,True,4,65271.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHO,1295810,"Sunstone Hotel Investors, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHCO,1846510,Soho House & Co Inc.,analyzed,True,2,366353.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROW,1360214,"HARROW, INC.",analyzed,True,16,160267.0,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,2.0,,,3.0,,1.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMF,1721947,Jamf Holding Corp.,analyzed,True,16,180230.0,1.0,1.0,2.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,,4.0,,,3.0,,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WT,880631,"WisdomTree, Inc.",analyzed,True,14,87730.0,7.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,3.0,1.0,2.0,,1.0,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOC,2035149,Flowco Holdings Inc.,analyzed,True,11,190754.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,3.0,,,1.0,,,1.0,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
