ticker,cik,name,status,has_ai_disclosure,total_ai_mentions,risk_text_length,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_eu_ai_act,kw_generative_ai,kw_llm,kw_bias,kw_artificial_intelligence,kw_machine_learning,kw_large_language_model,kw_algorithm,kw_monopol,kw_ai_system,kw_ai_regulation,kw_disinformation,kw_misinformation,kw_environmental_impact,kw_automation,kw_energy_consumption,kw_autonomous,kw_cyberattack,kw_manipulation,kw_agentic,kw_training_data,kw_ai_agent,kw_data_center_energy,kw_ai_governance,kw_responsible_ai,kw_computer_vision,kw_carbon_footprint,kw_robotics,kw_labor_disruption,kw_uncontrollable,kw_misalignment,kw_human_oversight,kw_ai_safety,kw_explainability,kw_dual-use,kw_nlp,kw_predictive_analytics,kw_adversarial,kw_ai_legislation,kw_hallucination,kw_neural_network,kw_ai_ethics,kw_algorithmic_accountability,kw_natural_language_processing,kw_overreliance,kw_job_displacement,kw_jailbreak,kw_weaponiz,kw_deep_learning,kw_over-reliance
WING,1636222,Wingstop Inc.,analyzed,True,8,110708.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOAR,2000178,Loar Holdings Inc.,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFUS,889331,LITTELFUSE INC /DE,analyzed,True,5,40469.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,63276,MATTEL INC /DE/,analyzed,True,38,88806.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,28.0,0.0,,,,27.0,,,1.0,2.0,2.0,,,1.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
FAF,1472787,First American Financial Corp,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXSL,1736035,Blackstone Secured Lending Fund,analyzed,True,36,599987.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,24.0,0.0,,,,22.0,4.0,,,,,2.0,,2.0,,,,,,,,,,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLB,1308547,"Dolby Laboratories, Inc.",analyzed,True,8,81660.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGT,1622229,"Cogent Biosciences, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,794367,"Macy's, Inc.",analyzed,True,20,59158.0,9.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,,,,2.0,2.0,,1.0,,,8.0,1.0,1.0,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
TXNM,1108426,TXNM ENERGY INC,analyzed,True,11,60842.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,,,,3.0,1.0,,,,,,,2.0,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAT,703351,"BRINKER INTERNATIONAL, INC",analyzed,True,20,75114.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,,1.0,,16.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRK,23194,COMSTOCK RESOURCES INC,analyzed,False,0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAON,824142,"AAON, INC.",analyzed,False,0,24865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESI,1590714,Element Solutions Inc,analyzed,True,5,66690.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSA,66570,MSA Safety Inc,analyzed,True,7,44809.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRNO,1476150,Terreno Realty Corp,analyzed,True,4,88265.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
ESNT,1448893,Essent Group Ltd.,analyzed,True,4,111863.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUS,772406,"CIRRUS LOGIC, INC.",analyzed,True,16,121984.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,,1.0,,2.0,1.0,,2.0,,,,,4.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
FNB,37808,FNB CORP/PA/,analyzed,True,5,79369.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRR,1653653,"Red Rock Resorts, Inc.",analyzed,True,14,153108.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,,,,4.0,4.0,,1.0,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBIN,1519751,"Fortune Brands Innovations, Inc.",analyzed,True,8,46488.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,3.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CWST,911177,CASELLA WASTE SYSTEMS INC,analyzed,True,13,50482.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
OPEN,1801169,Opendoor Technologies Inc.,analyzed,True,27,158318.0,12.0,8.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,2.0,,3.0,,4.0,,1.0,5.0,2.0,,8.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOOT,1610250,"Boot Barn Holdings, Inc.",analyzed,True,14,148168.0,4.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,4.0,,1.0,,,3.0,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKOS,1192448,GLAUKOS Corp,analyzed,True,10,81338.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAY,1990354,Waystar Holding Corp.,analyzed,True,15,164620.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,3.0,,,,1.0,,,1.0,1.0,,4.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UEC,1334933,URANIUM ENERGY CORP,analyzed,False,0,7468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,19584,CHEMED CORP,analyzed,True,2,41063.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROAD,1718227,"Construction Partners, Inc.",analyzed,True,2,84172.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAVA,1639438,"CAVA GROUP, INC.",analyzed,True,19,186108.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,4.0,1.0,,,,,1.0,1.0,9.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD,1867072,"Kyndryl Holdings, Inc.",analyzed,True,9,53607.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,4.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEX,56047,KIRBY CORP,analyzed,True,2,49907.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHP,1040829,"Ryman Hospitality Properties, Inc.",analyzed,True,7,90823.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE,1012100,SEALED AIR CORP/DE,analyzed,True,9,63394.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,,,,6.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXST,1142417,"NEXSTAR MEDIA GROUP, INC.",analyzed,True,2,46420.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM,1556593,Rithm Capital Corp.,analyzed,True,13,337332.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,,,,3.0,1.0,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMX,1170010,CARMAX INC,analyzed,True,4,41397.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMHC,1562476,Taylor Morrison Home Corp,analyzed,True,1,2491.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHR,1824502,Archer Aviation Inc.,analyzed,True,3,114518.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,1360604,Healthcare Realty Trust Inc,analyzed,True,7,96889.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOUR,1794669,"Shift4 Payments, Inc.",analyzed,True,42,172178.0,14.0,1.0,1.0,9.0,0.0,10.0,1.0,0.0,6.0,0.0,,2.0,,6.0,7.0,,4.0,,,,1.0,9.0,5.0,,1.0,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOV,1021860,NOV Inc.,analyzed,True,5,54717.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKR,98362,TIMKEN CO,analyzed,True,8,42146.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,,,,4.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXO,1852244,"GXO Logistics, Inc.",analyzed,True,2,46549.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRMB,2042694,Primo Brands Corp,analyzed,True,30,155077.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,20.0,0.0,,,,20.0,6.0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTCT,1070081,"PTC THERAPEUTICS, INC.",analyzed,True,24,545298.0,18.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,3.0,,,,,17.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
EPRT,1728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",analyzed,True,10,113438.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
LPX,60519,LOUISIANA-PACIFIC CORP,analyzed,True,16,61670.0,5.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,,,,1.0,1.0,,3.0,,,,1.0,1.0,4.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
COMP,1563190,"Compass, Inc.",analyzed,True,19,120951.0,13.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,,,,,1.0,,12.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEA,842162,LEAR CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR,1809987,"Mirion Technologies, Inc.",analyzed,True,20,84356.0,6.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,,1.0,,1.0,1.0,,4.0,,,1.0,,3.0,2.0,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
BLCO,1860742,Bausch & Lomb Corp,analyzed,True,17,219512.0,6.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,,,,4.0,,,2.0,2.0,,,1.0,4.0,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGNX,851205,COGNEX CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WULF,1083301,TERAWULF INC.,analyzed,True,38,78126.0,4.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,,30.0,,,2.0,4.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATX,40211,GATX CORP,analyzed,True,6,43239.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
ALK,766421,"ALASKA AIR GROUP, INC.",analyzed,True,6,48488.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTGX,1377121,"Protagonist Therapeutics, Inc",analyzed,True,7,109417.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPR,1230245,PIPER SANDLER COMPANIES,analyzed,True,15,70739.0,1.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,10.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
RLI,84246,RLI CORP,analyzed,True,5,46317.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WH,1722684,"WYNDHAM HOTELS & RESORTS, INC.",analyzed,True,7,52075.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,1823529,"Enact Holdings, Inc.",analyzed,True,22,229540.0,9.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,3.0,7.0,,,,,,,7.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARW,7536,"ARROW ELECTRONICS, INC.",analyzed,True,10,58547.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,,,1.0,,,1.0,1.0,3.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMND,1691421,"Lemonade, Inc.",analyzed,True,75,210164.0,38.0,18.0,0.0,10.0,7.0,0.0,2.0,0.0,0.0,0.0,,8.0,,,2.0,,,7.0,,1.0,,36.0,1.0,,15.0,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
PCVX,1649094,"Vaxcyte, Inc.",analyzed,True,22,245513.0,13.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,2.0,,3.0,5.0,,2.0,,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXL,717605,HEXCEL CORP /DE/,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTN,812011,VAIL RESORTS INC,analyzed,True,17,75402.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,0.0,,,,12.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR,916540,DARLING INGREDIENTS INC.,analyzed,True,40,190372.0,15.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,14.0,0.0,,,,14.0,3.0,,2.0,4.0,,,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
SITE,1650729,"SiteOne Landscape Supply, Inc.",analyzed,True,8,92630.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWX,1692115,"Southwest Gas Holdings, Inc.",analyzed,True,4,118237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
WFRD,1603923,Weatherford International plc,analyzed,True,22,57236.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,14.0,0.0,,,,8.0,4.0,,,,,1.0,,2.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
GBCI,868671,"GLACIER BANCORP, INC.",analyzed,True,5,41199.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,1836833,Planet Labs PBC,analyzed,True,16,211241.0,5.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,5.0,,,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
MSGS,1636519,Madison Square Garden Sports Corp.,analyzed,True,5,97485.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDNT,790526,"RadNet, Inc.",analyzed,True,11,81084.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFAM,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,analyzed,True,24,62672.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,3.0,,,,,13.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOT,1167419,"Riot Platforms, Inc.",analyzed,True,9,85002.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,,3.0,,,,,,,,,,1.0,,,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTH,1869198,"Life Time Group Holdings, Inc.",analyzed,True,7,70578.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,1.0,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
GTES,1718512,Gates Industrial Corp plc,analyzed,True,34,120168.0,2.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,20.0,0.0,,6.0,,19.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
HOMB,1331520,HOME BANCSHARES INC,analyzed,True,5,54498.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLED,1005284,UNIVERSAL DISPLAY CORP \PA\,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBR,1357615,"KBR, INC.",analyzed,True,61,150660.0,25.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,28.0,0.0,,,,24.0,3.0,,,,,,2.0,11.0,12.0,,1.0,,2.0,,,,4.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
SLM,1032033,SLM Corp,analyzed,True,18,90971.0,3.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,,1.0,,,4.0,,2.0,,,,,2.0,1.0,,,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFX,96943,TELEFLEX INC,analyzed,True,2,80322.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRD,1486159,Chord Energy Corp,analyzed,True,38,288618.0,10.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,18.0,0.0,,,,11.0,4.0,,,,,,,10.0,,,,,,,,,6.0,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWC,750577,HANCOCK WHITNEY CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAIN,1396440,Main Street Capital CORP,analyzed,True,12,152700.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.0,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOU,1856314,"Clear Secure, Inc.",analyzed,True,36,166256.0,22.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0,,,,4.0,4.0,,3.0,,,14.0,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRB,12659,H&R BLOCK INC,analyzed,True,24,73983.0,13.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,,,,,2.0,,,,,,,9.0,4.0,,1.0,,,,,,,1.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCN,887936,"FTI CONSULTING, INC",analyzed,True,24,77063.0,11.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,,,,4.0,2.0,,7.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTDR,1520006,Matador Resources Co,analyzed,True,9,183914.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
QLYS,1107843,"QUALYS, INC.",analyzed,True,21,112295.0,16.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,2.0,,3.0,,,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENS,1289308,EnerSys,analyzed,True,25,90089.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,19.0,0.0,,,,19.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
UBSI,729986,UNITED BANKSHARES INC/WV,analyzed,True,7,90024.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
